이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
장희빈,v********@gmail.com,여,80세,1940년 02월,서울특별시 중랑구,T,2018-12-13,2021-11-03,62.59,164.7,영화,드라마,신촌좀비만화,1.0
허난설헌,7*****************@daum.net,여,30세,1980년 07월,울산광역시 동대문구,F,,2021-09-23,129.2,179.23,영화,멜로/로맨스,초대녀 2,1.0
홍길동,j********@gmail.com,남,20세,1990년 05월,전라북도 음성군,F,,2021-02-01,31.34,151.18,영화,멜로/로맨스,내 남편의 친구 무삭제,1.5
성춘향,j*****@gmail.com,여,50세,1960년 12월,대전광역시 강서구,F,,2020-05-02,58.49,97.32,드라마,멜로/로맨스,심장박동 조작극,1.3
성춘향,r********@naver.com,여,30세,1980년 01월,대전광역시 도봉구,T,2017-03-11,2020-01-07,124.67,151.81,드라마,"가족,애니메이션",별별 이야기 2-여섯 빛깔 무지개,1.3
신사임당,9*****************@gmail.com,여,20세,1990년 01월,울산광역시 구로구,F,,2020-07-15,0.36,97.79,영화,멜로/로맨스,유혹의 덫 무삭제 특별판,1.3
임꺽정,m**********@naver.com,남,40세,1970년 12월,경상북도 충주시,F,,2018-04-15,1.88,162.51,영화,드라마,저승보다 낯선,1.5
이몽룡,t*****@naver.com,남,30세,1990년 01월,대구광역시 관악구,F,,2017-11-16,102.1,115.05,영화,"코미디,드라마,멜로/로맨스",은하해방전선,2.0
홍길동,e******@hotmail.com,남,30세,1980년 08월,대전광역시 서초구,T,2021-02-23,2020-06-18,49.21,114.01,드라마,다큐멘터리,직지코드,4.5
장길산,q******@daum.net,남,10세,2000년 07월,제주특별자치도 의왕시,F,,2019-08-27,38.22,146.98,드라마,멜로/로맨스,섹스소녀4,1.0
이몽룡,h*******************@daum.net,남,10세,2000년 03월,서울특별시 종로구,T,2017-06-19,2020-05-29,39.47,178.84,드라마,멜로/로맨스,티켓다방 2 - 무삭제판,4.5
홍길동,-*****@daum.net,남,50세,1960년 02월,대전광역시 용산구,T,2019-09-21,2017-02-13,154.11,165.79,드라마,성인물(에로),맨살의 청춘,1.5
장길산,c*********@daum.net,남,20세,1990년 11월,제주특별자치도 양주시,F,,2017-06-25,1.78,156.43,드라마,멜로/로맨스,맛있는 워킹걸,2.5
허난설헌,u**************@naver.com,여,60세,1960년 04월,전라남도 수원시,T,2018-02-14,2019-02-03,74.75,115.13,드라마,"액션,코미디",런닝맨,1.0
장희빈,4****************@gmail.com,여,90세,1930년 06월,부산광역시 중랑구,T,2021-01-07,2018-08-09,86.5,178.65,드라마,멜로/로맨스,야한이야기,4.0
신사임당,u*****************@gmail.com,여,60세,1960년 03월,강원도 양평군,F,,2017-05-31,21.23,96.61,영화,다큐멘터리,그럼에도 불구하고,3.5
성춘향,5***********@gmail.com,여,10세,2000년 12월,세종특별자치시 용산구,F,,2018-09-13,42.33,134.2,영화,공연,러브 유어셀프 인 서울,3.0
임꺽정,j****************@hotmail.com,남,20세,1990년 04월,대구광역시 노원구,T,2019-05-19,2017-06-04,66.69,164.49,영화,드라마,아기와 나,3.0
한석봉,d****@gmail.com,남,70세,1940년 02월,광주광역시 마포구,F,,2021-10-30,71.5,133.46,드라마,다큐멘터리,월성,5.0
임꺽정,9*******@gmail.com,남,90세,1930년 01월,대구광역시 도봉구,T,2018-05-16,2020-03-07,74.59,157.11,영화,멜로/로맨스,엄마친구들 3,1.0
신사임당,u**********@naver.com,여,80세,1930년 04월,대전광역시 강북구,F,,2017-09-05,25.92,172.71,드라마,"코미디,액션",잡아야 산다,4.5
장길산,7****************@naver.com,남,50세,1970년 08월,경상북도 평택시,T,2020-05-01,2020-05-22,29.34,151.82,영화,멜로/로맨스,제인의 썸머,2.5
이몽룡,x****@gmail.com,남,10세,2000년 11월,경상남도 당진시,F,,2021-10-27,35.78,179.11,영화,멜로/로맨스,대물 변강쇠,0.5
황진이,a***************@gmail.com,여,50세,1960년 07월,세종특별자치시 노원구,T,2018-08-15,2017-12-13,114.19,135.04,영화,"사극,드라마",남한산성,1.5
황진이,p*****@daum.net,여,20세,1990년 10월,제주특별자치도 충주시,T,2017-10-07,2017-03-04,66.98,168.25,영화,드라마,종합병원(천일동안),0.5
임꺽정,r*************@hotmail.com,남,10세,2000년 04월,경기도 안산시,T,2020-08-02,2019-05-30,137.95,168.78,드라마,액션,무영검,3.0
장희빈,u*****************@naver.com,여,20세,1990년 03월,대구광역시 용산구,F,,2020-04-29,66.56,98.99,드라마,범죄,원라인,4.0
한석봉,f******@daum.net,남,60세,1960년 11월,세종특별자치시 성북구,F,,2020-04-01,92.54,134.23,드라마,"멜로/로맨스,코미디",한지붕 세가족 무삭제판,5.0
성춘향,e******@gmail.com,여,60세,1950년 08월,충청북도 안양시,F,,2019-07-08,5.12,152.2,드라마,드라마,나의 노래는,1.5
신사임당,i*******************@naver.com,여,40세,1970년 12월,서울특별시 마포구,F,,2021-02-07,91.49,109.69,영화,코미디,여선생,1.5
신사임당,8*******@gmail.com,여,30세,1980년 05월,서울특별시 성북구,T,2020-04-14,2019-06-18,64.91,106.25,드라마,드라마,여친의 속사정 무삭제 ,5.0
임꺽정,9*******@hotmail.com,남,80세,1930년 08월,강원도 고양시,F,,2021-02-07,21.15,134.75,영화,코미디,긴급조치 19호,4.5
허난설헌,h*************@gmail.com,여,10세,2000년 10월,광주광역시 광진구,T,2019-06-27,2020-10-06,153.48,168.21,영화,멜로/로맨스,애인 : 친구의 딸 무삭제,2.3
이몽룡,u*******@hotmail.com,남,70세,1950년 02월,울산광역시 강동구,F,,2017-04-19,80.04,160.13,영화,드라마,군산: 거위를 노래하다,4.5
홍길동,t**************@gmail.com,남,60세,1950년 05월,전라북도 광명시,F,,2019-12-30,126.38,138.73,영화,"미스터리,드라마,스릴러",사람을 찾습니다,4.0
성춘향,p************@gmail.com,여,40세,1980년 03월,대전광역시 구로구,T,2021-08-07,2021-09-12,44.75,110.84,영화,드라마,문영,0.5
이몽룡,5*******************@daum.net,남,60세,1960년 10월,제주특별자치도 가평군,T,2017-10-02,2021-04-23,21.52,102.84,영화,드라마,하늘을 걷는 소년,2.5
임꺽정,q**********@gmail.com,남,10세,2000년 06월,충청북도 원주시,F,,2021-05-17,141.8,160.52,영화,기타,썸 - 은밀한 이야기 : 무삭제판,1.0
장길산,8********@naver.com,남,80세,1940년 11월,인천광역시 관악구,F,,2019-10-17,42.91,109.42,영화,"멜로/로맨스,드라마",모델 민정의 화려한 테크닉,2.5
황진이,5*********@naver.com,여,70세,1940년 10월,전라남도 가평군,F,,2020-12-26,41.47,111.01,영화,멜로/로맨스,내친구아내,2.5
이몽룡,t****************@hotmail.com,남,30세,1980년 01월,대전광역시 노원구,T,2017-03-07,2020-06-14,77.76,176.61,드라마,멜로/로맨스,어린 아가씨,1.0
신사임당,o******************@naver.com,여,60세,1950년 06월,부산광역시 남구,F,,2017-12-27,54.63,164.18,드라마,코미디,신라의 달밤,0.5
장희빈,t**************@hotmail.com,여,50세,1960년 12월,경기도 청주시,T,2020-07-31,2021-03-22,105.26,125.2,영화,스릴러,토일렛,0.5
신사임당,-*******@daum.net,여,70세,1950년 09월,전라북도 안양시,F,,2018-03-28,85.66,121.16,영화,성인물(에로),전망 좋은 차- 맛있는 섹스,3.0
허난설헌,e***************@daum.net,여,10세,2000년 10월,제주특별자치도 부천시,F,,2017-01-07,55.06,178.29,드라마,"드라마,성인물(에로)",캠핑촌 아내,5.0
성춘향,d*******************@hotmail.com,여,30세,1980년 02월,인천광역시 동작구,F,,2018-09-03,117.42,118.13,드라마,멜로/로맨스,"금지된 섹스, 달콤한 복수 무삭제 감독판",3.0
장희빈,a***************@gmail.com,여,70세,1940년 06월,제주특별자치도 보령시,F,,2019-07-01,30.26,120.68,드라마,멜로/로맨스,미궁: 비밀애 무삭제 특별판,5.0
신사임당,p****@naver.com,여,50세,1970년 09월,경기도 부천시,T,2021-07-05,2017-05-03,91.56,101.02,영화,드라마,나는 나를 해고하지 않는다,3.0
황진이,d*************@daum.net,여,30세,1980년 01월,제주특별자치도 예산군,T,2019-09-13,2021-05-31,21.56,130.3,드라마,드라마,용순,2.0
이몽룡,0*****************@daum.net,남,40세,1970년 07월,인천광역시 성북구,F,,2019-01-02,20.43,132.21,영화,"멜로/로맨스,드라마",사랑할 때 이야기하는 것들,5.0
성춘향,z*******************@daum.net,여,40세,1970년 08월,부산광역시 서초구,F,,2018-11-26,119.73,136.61,영화,"사극,드라마",상의원,2.0
이몽룡,4*******************@daum.net,남,50세,1970년 12월,서울특별시 동대문구,F,,2019-10-29,141.03,142.2,영화,다큐멘터리,소규모 아카시아 밴드 이야기,3.0
홍길동,f**********@gmail.com,남,30세,1990년 11월,대전광역시 강서구,T,2020-03-27,2017-06-29,42.82,141.67,영화,"멜로/로맨스,드라마",착한 유부녀들 무삭제,4.5
황진이,n********@gmail.com,여,30세,1980년 08월,충청남도 홍천군,T,2018-07-11,2020-11-24,126.71,160.33,영화,코미디,이장과 군수,1.5
홍길동,r****@hotmail.com,남,30세,1980년 11월,인천광역시 종로구,F,,2019-11-10,14.81,132.01,드라마,"코미디,드라마",오! 문희,3.5
황진이,j*************@hotmail.com,여,70세,1950년 11월,경기도 안양시,F,,2019-01-01,24.66,101.56,드라마,액션,미션바라바,5.0
허난설헌,r*******************@gmail.com,여,30세,1980년 10월,제주특별자치도 원주시,F,,2018-02-03,59.78,130.35,드라마,다큐멘터리,거미의 땅,4.5
신사임당,r******************@naver.com,여,40세,1970년 05월,강원도 성남시,T,2020-10-12,2017-11-09,45.15,149.01,영화,기타,러브라인,4.5
성춘향,d*************@hotmail.com,여,20세,1990년 04월,제주특별자치도 안양시,F,,2017-05-17,83.74,126.68,드라마,멜로/로맨스,블라인드 파트너,2.0
허난설헌,6************@naver.com,여,60세,1950년 06월,충청북도 단양군,F,,2017-07-21,63.89,158.03,영화,멜로/로맨스,엄마친구 5 무삭제판,2.3
한석봉,n******************@gmail.com,남,10세,2000년 03월,경상남도 청양군,T,2017-08-06,2017-09-24,42.67,172.1,영화,멜로/로맨스,맛있는 누나들,2.0
황진이,z***********@naver.com,여,40세,1970년 11월,강원도 충주시,F,,2021-08-26,24.74,172.52,영화,멜로/로맨스,착한 처제들 2018 (감독판),1.0
한석봉,r***************@hotmail.com,남,70세,1940년 12월,울산광역시 용산구,F,,2019-01-06,48.21,137.17,영화,성인물(에로),유부녀와 여대생의 섹스 촬영,5.0
신사임당,-**********@daum.net,여,20세,1990년 07월,충청남도 천안시,F,,2021-03-18,93.99,148.8,드라마,"멜로/로맨스,코미디",최강로맨스,0.5
장길산,f***********@gmail.com,남,60세,1950년 07월,광주광역시 동구,T,2019-02-28,2021-05-18,166.34,176.84,드라마,멜로/로맨스,유부녀들의 맛,2.5
성춘향,_*********@hotmail.com,여,30세,1990년 07월,충청남도 가평군,F,,2019-03-19,59.54,155.32,영화,스릴러,숨바꼭질,2.0
한석봉,1******@gmail.com,남,10세,2000년 03월,경상남도 논산시,T,2020-04-14,2020-04-03,27.84,113.67,영화,멜로/로맨스,친구엄마들 무삭제,4.5
장길산,m******@naver.com,남,20세,1990년 09월,대구광역시 종로구,T,2019-08-22,2020-07-02,114.31,114.93,영화,드라마,자전차왕 엄복동,2.3
황진이,3*******@gmail.com,여,10세,2000년 02월,경기도 아산시,F,,2020-08-08,79.55,158.41,드라마,"멜로/로맨스,드라마",사육-내안에 가둔 그녀,4.5
이몽룡,k***************@naver.com,남,70세,1950년 05월,충청북도 동두천시,F,,2021-04-21,58.1,97.21,영화,멜로/로맨스,색에 놀다,2.5
한석봉,l*****@gmail.com,남,20세,2000년 10월,세종특별자치시 동구,T,2020-09-11,2021-01-04,156.44,178.64,드라마,드라마,클럽 버터플라이,1.0
허난설헌,l*********@hotmail.com,여,50세,1960년 12월,전라북도 청주시,F,,2019-04-03,157.78,170.49,영화,멜로/로맨스,정사 : 친구의 엄마 2,2.5
신사임당,y****@naver.com,여,60세,1950년 06월,서울특별시 강동구,T,2021-05-26,2020-10-14,51.74,106.89,드라마,멜로/로맨스,내아내의제자들,3.0
임꺽정,x**********@gmail.com,남,30세,1980년 12월,대전광역시 강서구,T,2020-03-31,2017-10-14,74.42,114.32,드라마,멜로/로맨스,매력적인 장모님들,5.0
성춘향,t*******************@daum.net,여,10세,2000년 12월,대구광역시 은평구,T,2017-07-14,2019-03-25,47.95,178.04,영화,멜로/로맨스,남편보다 힘쎈 택배기사,4.0
장희빈,4******@hotmail.com,여,10세,2000년 02월,제주특별자치도 수원시,T,2019-07-11,2018-02-17,28.1,100.86,드라마,드라마,대관람차,3.5
임꺽정,m************@naver.com,남,70세,1940년 08월,강원도 양평군,T,2021-11-21,2018-11-18,23.41,122.69,영화,드라마,오아시스,1.5
홍길동,p*******************@gmail.com,남,20세,1990년 08월,전라남도 하남시,F,,2018-03-25,42.45,112.03,영화,멜로/로맨스,매니저,2.3
한석봉,z**********@gmail.com,남,30세,1990년 07월,인천광역시 서구,T,2020-05-26,2020-05-19,16.24,118.49,드라마,공연,러브 유어셀프 인 서울,2.0
허난설헌,8*****************@daum.net,여,50세,1960년 02월,전라남도 제천시,F,,2019-05-09,82.69,153.03,드라마,멜로/로맨스,지금 만나러 갑니다,2.3
장희빈,q*****************@naver.com,여,50세,1960년 03월,인천광역시 광진구,T,2017-06-05,2019-03-23,51.32,104.19,영화,멜로/로맨스,세 번째 엄마 무삭제판,1.5
장희빈,q***************@daum.net,여,50세,1960년 05월,광주광역시 성동구,T,2018-03-16,2021-04-02,86.41,167.97,영화,"드라마,가족",밤빛,4.5
성춘향,r******@hotmail.com,여,50세,1960년 12월,경상남도 청주시,T,2017-10-16,2019-10-29,70.0,95.62,드라마,"멜로/로맨스,드라마",뜨거운 이웃 무삭제 감독판,4.0
이몽룡,1*******************@gmail.com,남,40세,1980년 04월,대구광역시 성동구,F,,2021-05-11,32.49,94.76,영화,"멜로/로맨스,드라마",19금 불륜소설,4.0
임꺽정,8***************@daum.net,남,30세,1980년 08월,제주특별자치도 양주시,F,,2018-11-19,26.7,146.31,드라마,"드라마,판타지",가려진 시간,1.5
이몽룡,e******************@naver.com,남,10세,2000년 01월,광주광역시 강동구,T,2019-05-24,2021-08-01,98.84,123.91,영화,성인물(에로),형수에 반하다,4.0
이몽룡,s*******************@daum.net,남,60세,1950년 11월,대구광역시 도봉구,T,2020-04-24,2019-01-03,14.51,137.78,영화,멜로/로맨스,친구엄마 : 참을 수 없는 날 2 무삭제,3.5
허난설헌,g**********@gmail.com,여,30세,1990년 09월,제주특별자치도 용인시,T,2018-08-12,2018-02-08,89.94,95.62,영화,드라마,여친의 속사정 무삭제 ,5.0
이몽룡,g************@naver.com,남,20세,1990년 08월,대전광역시 금천구,F,,2019-04-07,130.88,140.37,영화,멜로/로맨스,스와핑 : 내 아내의 친구,3.0
황진이,d************@naver.com,여,60세,1960년 02월,경상남도 화천군,T,2019-08-25,2019-10-30,71.37,116.59,드라마,멜로/로맨스,뺑덕어멈,2.5
한석봉,y************@naver.com,남,50세,1960년 11월,인천광역시 관악구,T,2018-05-27,2021-06-11,23.78,132.1,드라마,성인물(에로),담배가게 아가씨 : 나를 당겨 주세요,3.5
신사임당,4**********@hotmail.com,여,50세,1970년 10월,제주특별자치도 성남시,T,2021-12-30,2020-07-14,158.64,179.33,영화,멜로/로맨스,오직 그대만,2.5
성춘향,m*******@hotmail.com,여,20세,1990년 11월,부산광역시 종로구,F,,2019-03-31,38.82,159.33,영화,"범죄,액션",독전: 익스텐디드 컷,2.5
이몽룡,_*************@gmail.com,남,40세,1970년 08월,경상북도 용인시,T,2020-10-20,2021-07-17,84.83,91.2,영화,"멜로/로맨스,드라마",낙원-파라다이스,5.0
성춘향,1****@hotmail.com,여,40세,1970년 04월,세종특별자치시 남구,F,,2021-02-10,44.22,149.58,드라마,"멜로/로맨스,드라마",불륜의 맛,4.0
장길산,1**********@daum.net,남,80세,1930년 06월,경기도 예산군,T,2018-11-02,2020-02-27,112.33,128.26,드라마,"드라마,멜로/로맨스",지금 사랑하는 사람과 살고 있습니까?,4.0
성춘향,1*******************@daum.net,여,80세,1930년 04월,경기도 파주시,T,2019-06-10,2017-06-16,77.89,101.04,드라마,멜로/로맨스,공즉시색 무삭제,2.5
장희빈,4*******************@naver.com,여,70세,1940년 11월,세종특별자치시 은평구,T,2017-01-16,2020-07-30,121.36,127.04,영화,"범죄,스릴러",공모자들,5.0
성춘향,r*************@gmail.com,여,70세,1950년 07월,광주광역시 양천구,T,2021-12-27,2018-03-23,111.44,160.07,영화,성인물(에로),여성친구 ,1.5
성춘향,4************@daum.net,여,20세,1990년 04월,세종특별자치시 성동구,F,,2017-04-05,88.01,113.74,영화,멜로/로맨스,예비 사위,2.5
한석봉,o***********@naver.com,남,50세,1970년 12월,충청남도 음성군,T,2020-10-12,2020-07-14,42.38,127.07,드라마,"멜로/로맨스,드라마",자매의 정사,5.0
이몽룡,r***************@naver.com,남,30세,1980년 10월,세종특별자치시 북구,F,,2021-02-07,83.97,177.85,영화,다큐멘터리,나비와 바다,3.5
신사임당,-**************@daum.net,여,70세,1940년 04월,인천광역시 광진구,F,,2020-10-30,41.18,111.08,영화,드라마,"춘천, 춘천",5.0
